condition,group,root_id,cell_type,side,rate_hz
odor_a_da1_left,pam_nonzero,720575940604479590,PAM08,left,80.6
odor_a_da1_left,pam_nonzero,720575940605113376,PAM08,right,48.6
odor_a_da1_left,pam_nonzero,720575940605221065,PAM01,right,12.2
odor_a_da1_left,pam_nonzero,720575940605280201,PAM08,right,55.6
odor_a_da1_left,pam_nonzero,720575940605891040,PAM11,left,41.0
odor_a_da1_left,pam_nonzero,720575940608071435,PAM08,right,76.0
odor_a_da1_left,pam_nonzero,720575940608168028,PAM12,left,0.6
odor_a_da1_left,pam_nonzero,720575940608186498,PAM11,right,13.6
odor_a_da1_left,pam_nonzero,720575940609414468,PAM04,left,108.0
odor_a_da1_left,pam_nonzero,720575940610430254,PAM07,right,58.4
odor_a_da1_left,pam_nonzero,720575940610523746,PAM04,right,21.8
odor_a_da1_left,pam_nonzero,720575940610569028,PAM08,left,84.2
odor_a_da1_left,pam_nonzero,720575940611129698,PAM10,left,59.8
odor_a_da1_left,pam_nonzero,720575940611918578,PAM08,right,46.4
odor_a_da1_left,pam_nonzero,720575940612623474,PAM08,right,54.2
odor_a_da1_left,pam_nonzero,720575940612802479,PAM04,left,92.2
odor_a_da1_left,pam_nonzero,720575940612857878,PAM08,right,44.4
odor_a_da1_left,pam_nonzero,720575940612920999,PAM11,left,54.8
odor_a_da1_left,pam_nonzero,720575940613338152,PAM04,right,80.4
odor_a_da1_left,pam_nonzero,720575940614677810,PAM12,right,12.6
odor_a_da1_left,pam_nonzero,720575940614991221,PAM08,left,33.0
odor_a_da1_left,pam_nonzero,720575940615607975,PAM01,left,25.4
odor_a_da1_left,pam_nonzero,720575940616882757,PAM11,left,62.8
odor_a_da1_left,pam_nonzero,720575940616986769,PAM08,left,82.4
odor_a_da1_left,pam_nonzero,720575940617145561,PAM01,right,32.4
odor_a_da1_left,pam_nonzero,720575940617242841,PAM08,right,49.6
odor_a_da1_left,pam_nonzero,720575940617466395,PAM05,left,0.2
odor_a_da1_left,pam_nonzero,720575940617553809,PAM08,left,33.2
odor_a_da1_left,pam_nonzero,720575940618744118,PAM01,left,59.2
odor_a_da1_left,pam_nonzero,720575940619101062,PAM11,left,93.0
odor_a_da1_left,pam_nonzero,720575940619251416,PAM08,left,49.0
odor_a_da1_left,pam_nonzero,720575940619299054,PAM08,left,71.0
odor_a_da1_left,pam_nonzero,720575940619402576,PAM07,right,44.2
odor_a_da1_left,pam_nonzero,720575940619785492,PAM01,left,26.8
odor_a_da1_left,pam_nonzero,720575940619823536,PAM08,right,66.8
odor_a_da1_left,pam_nonzero,720575940619844261,PAM08,left,48.4
odor_a_da1_left,pam_nonzero,720575940620260800,PAM05,left,28.0
odor_a_da1_left,pam_nonzero,720575940620341931,PAM07,right,47.2
odor_a_da1_left,pam_nonzero,720575940620352646,PAM12,left,11.6
odor_a_da1_left,pam_nonzero,720575940620423533,PAM10,right,92.2
odor_a_da1_left,pam_nonzero,720575940620576238,PAM10,right,87.2
odor_a_da1_left,pam_nonzero,720575940621085622,PAM08,right,45.2
odor_a_da1_left,pam_nonzero,720575940621136519,PAM11,left,81.0
odor_a_da1_left,pam_nonzero,720575940621166256,PAM12,left,16.8
odor_a_da1_left,pam_nonzero,720575940621216982,PAM08,right,69.8
odor_a_da1_left,pam_nonzero,720575940621284446,PAM04,right,0.4
odor_a_da1_left,pam_nonzero,720575940621434145,PAM04,left,33.6
odor_a_da1_left,pam_nonzero,720575940621462512,PAM01,right,42.0
odor_a_da1_left,pam_nonzero,720575940621617286,PAM08,left,60.4
odor_a_da1_left,pam_nonzero,720575940621861637,PAM09,right,0.8
odor_a_da1_left,pam_nonzero,720575940622107869,PAM08,left,37.0
odor_a_da1_left,pam_nonzero,720575940622338269,PAM08,right,60.8
odor_a_da1_left,pam_nonzero,720575940622387981,PAM08,left,49.2
odor_a_da1_left,pam_nonzero,720575940622701808,PAM11,right,39.2
odor_a_da1_left,pam_nonzero,720575940623201023,PAM04,left,90.6
odor_a_da1_left,pam_nonzero,720575940623398524,PAM08,right,61.2
odor_a_da1_left,pam_nonzero,720575940623442173,PAM01,left,10.6
odor_a_da1_left,pam_nonzero,720575940623696647,PAM05,left,45.6
odor_a_da1_left,pam_nonzero,720575940623792055,PAM10,left,91.8
odor_a_da1_left,pam_nonzero,720575940624545940,PAM07,left,25.2
odor_a_da1_left,pam_nonzero,720575940624629223,PAM07,left,43.0
odor_a_da1_left,pam_nonzero,720575940624661031,PAM10,right,75.2
odor_a_da1_left,pam_nonzero,720575940624687850,PAM12,left,19.0
odor_a_da1_left,pam_nonzero,720575940624859725,PAM04,right,100.6
odor_a_da1_left,pam_nonzero,720575940625568186,PAM08,left,49.8
odor_a_da1_left,pam_nonzero,720575940625615248,PAM04,right,68.4
odor_a_da1_left,pam_nonzero,720575940626420045,PAM04,left,68.6
odor_a_da1_left,pam_nonzero,720575940626506472,PAM11,left,45.0
odor_a_da1_left,pam_nonzero,720575940626878460,PAM10,right,94.6
odor_a_da1_left,pam_nonzero,720575940627103877,PAM04,left,97.4
odor_a_da1_left,pam_nonzero,720575940627194501,PAM07,right,58.0
odor_a_da1_left,pam_nonzero,720575940627390507,PAM12,right,18.2
odor_a_da1_left,pam_nonzero,720575940627644584,PAM08,right,75.6
odor_a_da1_left,pam_nonzero,720575940627680516,PAM07,left,35.4
odor_a_da1_left,pam_nonzero,720575940628094663,PAM07,left,44.8
odor_a_da1_left,pam_nonzero,720575940628427369,PAM09,left,3.4
odor_a_da1_left,pam_nonzero,720575940628615683,PAM01,left,35.0
odor_a_da1_left,pam_nonzero,720575940628687207,PAM01,left,34.4
odor_a_da1_left,pam_nonzero,720575940628836412,PAM08,right,45.4
odor_a_da1_left,pam_nonzero,720575940629188507,PAM01,left,12.0
odor_a_da1_left,pam_nonzero,720575940629190615,PAM08,left,4.0
odor_a_da1_left,pam_nonzero,720575940629579836,PAM04,right,107.6
odor_a_da1_left,pam_nonzero,720575940629960192,PAM10,left,76.8
odor_a_da1_left,pam_nonzero,720575940630397527,PAM12,right,17.4
odor_a_da1_left,pam_nonzero,720575940630465398,PAM07,left,24.0
odor_a_da1_left,pam_nonzero,720575940630500293,PAM08,left,75.0
odor_a_da1_left,pam_nonzero,720575940630536441,PAM12,right,0.2
odor_a_da1_left,pam_nonzero,720575940630684943,PAM08,left,45.4
odor_a_da1_left,pam_nonzero,720575940630777631,PAM05,right,20.8
odor_a_da1_left,pam_nonzero,720575940630868271,PAM11,right,39.0
odor_a_da1_left,pam_nonzero,720575940631017258,PAM04,right,18.4
odor_a_da1_left,pam_nonzero,720575940631095087,PAM01,left,22.6
odor_a_da1_left,pam_nonzero,720575940631184439,PAM08,left,65.4
odor_a_da1_left,pam_nonzero,720575940631198776,PAM04,right,68.2
odor_a_da1_left,pam_nonzero,720575940631222841,PAM12,right,13.2
odor_a_da1_left,pam_nonzero,720575940631443304,PAM01,right,45.0
odor_a_da1_left,pam_nonzero,720575940631576903,PAM07,right,63.4
odor_a_da1_left,pam_nonzero,720575940631636035,PAM04,left,87.8
odor_a_da1_left,pam_nonzero,720575940631688808,PAM01,left,46.0
odor_a_da1_left,pam_nonzero,720575940633145996,PAM01,left,41.0
odor_a_da1_left,pam_nonzero,720575940633406745,PAM10,left,78.2
odor_a_da1_left,pam_nonzero,720575940633688476,PAM04,left,112.6
odor_a_da1_left,pam_nonzero,720575940634953079,PAM11,right,65.0
odor_a_da1_left,pam_nonzero,720575940635356316,PAM04,right,91.6
odor_a_da1_left,pam_nonzero,720575940637114334,PAM05,left,0.2
odor_a_da1_left,pam_nonzero,720575940637391582,PAM01,right,17.6
odor_a_da1_left,pam_nonzero,720575940638163940,PAM10,right,79.2
odor_a_da1_left,pam_nonzero,720575940639075150,PAM10,left,99.6
odor_a_da1_left,pam_nonzero,720575940639358579,PAM11,right,67.8
odor_a_da1_left,pam_nonzero,720575940639566406,PAM01,left,44.6
odor_a_da1_left,pam_nonzero,720575940641062901,PAM01,left,29.6
odor_a_da1_left,pam_nonzero,720575940642733216,PAM08,right,6.8
odor_a_da1_left,pam_nonzero,720575940643311501,PAM10,left,80.0
odor_a_da1_left,pam_nonzero,720575940643543200,PAM07,left,25.4
odor_a_da1_left,pam_nonzero,720575940643950190,PAM07,right,56.6
odor_a_da1_left,pam_nonzero,720575940644146724,PAM10,right,90.0
odor_a_da1_left,pam_nonzero,720575940644747828,PAM08,right,53.4
odor_a_da1_left,pam_nonzero,720575940645158179,PAM12,left,6.2
odor_a_da1_left,pam_nonzero,720575940645932579,PAM01,left,23.6
odor_a_da1_left,pam_nonzero,720575940646564916,PAM08,left,36.6
odor_a_da1_left,pam_nonzero,720575940646582836,PAM08,right,64.8
odor_a_da1_left,pam_nonzero,720575940647165828,PAM07,right,54.8
odor_a_da1_left,pam_nonzero,720575940648330105,PAM06,right,25.2
odor_a_da1_left,pam_nonzero,720575940649649785,PAM01,right,25.4
odor_a_da1_left,pam_nonzero,720575940649658745,PAM07,left,4.4
odor_a_da1_left,pam_nonzero,720575940650745977,PAM10,right,60.6
odor_a_da1_left,pam_nonzero,720575940654661281,PAM01,right,29.0
odor_a_da1_left,pam_nonzero,720575940658674049,PAM07,right,9.4
odor_a_da1_left,pam_nonzero,720575940660271745,PAM10,left,37.0
odor_a_da1_left,ppl1_nonzero,720575940609180611,PPL106,left,178.8
odor_a_da1_left,ppl1_nonzero,720575940615953202,PPL107,left,41.0
odor_a_da1_left,ppl1_nonzero,720575940617691170,PPL101,right,216.4
odor_a_da1_left,ppl1_nonzero,720575940618943389,PPL106,right,188.6
odor_a_da1_left,ppl1_nonzero,720575940619245016,PPL107,right,67.6
odor_a_da1_left,ppl1_nonzero,720575940621040737,PPL101,left,224.6
odor_a_da1_left,ppl1_nonzero,720575940623082665,PPL105,right,128.8
odor_a_da1_left,ppl1_nonzero,720575940624206728,PPL102,left,107.2
odor_a_da1_left,ppl1_nonzero,720575940627549205,PPL104,left,29.4
odor_a_da1_left,ppl1_nonzero,720575940627594568,PPL103,left,159.8
odor_a_da1_left,ppl1_nonzero,720575940631745367,PPL102,right,117.4
odor_a_da1_left,ppl1_nonzero,720575940631758393,PPL103,right,149.4
odor_a_da1_left,ppl1_nonzero,720575940632107335,PPL104,right,5.0
odor_a_da1_left,ppl1_nonzero,720575940647147908,PPL105,left,148.6
odor_a_da1_left,apl_nonzero,720575940613583001,APL,right,326.2
odor_a_da1_left,apl_nonzero,720575940624547622,APL,left,346.4
odor_b_dl2d_left,mbons_nonzero,720575940606953858,MBON23,right,69.0
odor_b_dl2d_left,mbons_nonzero,720575940609959637,MBON32,left,161.0
odor_b_dl2d_left,mbons_nonzero,720575940610647416,MBON10,right,51.6
odor_b_dl2d_left,mbons_nonzero,720575940610964946,MBON09,right,207.2
odor_b_dl2d_left,mbons_nonzero,720575940611344078,MBON20,right,129.6
odor_b_dl2d_left,mbons_nonzero,720575940612455338,MBON15,right,35.6
odor_b_dl2d_left,mbons_nonzero,720575940614026193,MBON14,right,178.6
odor_b_dl2d_left,mbons_nonzero,720575940614392999,MBON29,left,1.0
odor_b_dl2d_left,mbons_nonzero,720575940614595218,MBON28,left,1.8
odor_b_dl2d_left,mbons_nonzero,720575940614892182,MBON28,right,8.8
odor_b_dl2d_left,mbons_nonzero,720575940615221811,MBON10,right,55.8
odor_b_dl2d_left,mbons_nonzero,720575940616463477,MBON22,left,194.6
odor_b_dl2d_left,mbons_nonzero,720575940617302365,MBON07,left,199.8
odor_b_dl2d_left,mbons_nonzero,720575940617552340,MBON02,right,189.0
odor_b_dl2d_left,mbons_nonzero,720575940617567206,MBON23,left,6.6
odor_b_dl2d_left,mbons_nonzero,720575940617749538,MBON11,right,243.0
odor_b_dl2d_left,mbons_nonzero,720575940618008859,MBON30,left,56.8
odor_b_dl2d_left,mbons_nonzero,720575940620715224,MBON21,left,29.8
odor_b_dl2d_left,mbons_nonzero,720575940621164720,MBON05,left,227.2
odor_b_dl2d_left,mbons_nonzero,720575940621777391,MBON21,right,29.2
odor_b_dl2d_left,mbons_nonzero,720575940621828443,MBON12,left,152.8
odor_b_dl2d_left,mbons_nonzero,720575940622093436,MBON15,right,17.6
odor_b_dl2d_left,mbons_nonzero,720575940622997453,MBON18,right,125.4
odor_b_dl2d_left,mbons_nonzero,720575940623001480,MBON12,right,134.6
odor_b_dl2d_left,mbons_nonzero,720575940623182847,MBON33,left,83.2
odor_b_dl2d_left,mbons_nonzero,720575940623201833,MBON11,left,247.8
odor_b_dl2d_left,mbons_nonzero,720575940623381956,MBON07,right,173.6
odor_b_dl2d_left,mbons_nonzero,720575940623750325,"MBON25,MBON34",left,28.2
odor_b_dl2d_left,mbons_nonzero,720575940623905719,MBON12,right,135.6
odor_b_dl2d_left,mbons_nonzero,720575940624117245,MBON01,right,196.4
odor_b_dl2d_left,mbons_nonzero,720575940624185095,MBON02,left,166.2
odor_b_dl2d_left,mbons_nonzero,720575940624280328,MBON33,right,57.6
odor_b_dl2d_left,mbons_nonzero,720575940624489964,"MBON25,MBON34",right,58.4
odor_b_dl2d_left,mbons_nonzero,720575940624539284,MBON18,left,159.2
odor_b_dl2d_left,mbons_nonzero,720575940624659943,"MBON25,MBON34",left,38.6
odor_b_dl2d_left,mbons_nonzero,720575940626109315,MBON19,right,0.2
odor_b_dl2d_left,mbons_nonzero,720575940626315010,MBON13,right,62.8
odor_b_dl2d_left,mbons_nonzero,720575940628783363,MBON07,right,174.2
odor_b_dl2d_left,mbons_nonzero,720575940629422086,MBON09,left,236.2
odor_b_dl2d_left,mbons_nonzero,720575940629529722,MBON10,left,33.2
odor_b_dl2d_left,mbons_nonzero,720575940629585602,MBON10,right,61.4
odor_b_dl2d_left,mbons_nonzero,720575940629856515,MBON09,left,236.2
odor_b_dl2d_left,mbons_nonzero,720575940629981440,MBON26,left,1.0
odor_b_dl2d_left,mbons_nonzero,720575940630075703,MBON12,left,159.0
odor_b_dl2d_left,mbons_nonzero,720575940630496374,MBON05,right,255.0
odor_b_dl2d_left,mbons_nonzero,720575940630767959,MBON15,left,39.0
odor_b_dl2d_left,mbons_nonzero,720575940630864847,MBON09,right,207.4
odor_b_dl2d_left,mbons_nonzero,720575940631177803,MBON24,left,147.0
odor_b_dl2d_left,mbons_nonzero,720575940632118343,MBON10,left,57.6
odor_b_dl2d_left,mbons_nonzero,720575940632535756,MBON14,left,194.6
odor_b_dl2d_left,mbons_nonzero,720575940633209647,MBON10,left,46.8
odor_b_dl2d_left,mbons_nonzero,720575940635063135,MBON22,right,142.6
odor_b_dl2d_left,mbons_nonzero,720575940635082347,MBON15-like,left,31.0
odor_b_dl2d_left,mbons_nonzero,720575940635841143,MBON15,left,17.0
odor_b_dl2d_left,mbons_nonzero,720575940636992368,MBON31,right,85.0
odor_b_dl2d_left,mbons_nonzero,720575940637902938,MBON35,left,110.2
odor_b_dl2d_left,mbons_nonzero,720575940637934308,MBON30,right,190.8
odor_b_dl2d_left,mbons_nonzero,720575940638028607,MBON06,right,234.6
odor_b_dl2d_left,mbons_nonzero,720575940638163428,MBON06,left,103.8
odor_b_dl2d_left,mbons_nonzero,720575940638526278,MBON32,right,102.8
odor_b_dl2d_left,mbons_nonzero,720575940639556467,MBON10,right,63.8
odor_b_dl2d_left,mbons_nonzero,720575940639697827,MBON14,right,183.6
odor_b_dl2d_left,mbons_nonzero,720575940642142861,MBON10,left,39.4
odor_b_dl2d_left,mbons_nonzero,720575940643309197,MBON01,left,65.6
odor_b_dl2d_left,mbons_nonzero,720575940643696288,MBON14,left,198.2
odor_b_dl2d_left,mbons_nonzero,720575940643863496,MBON20,left,6.0
odor_b_dl2d_left,mbons_nonzero,720575940645304430,MBON13,left,79.2
odor_b_dl2d_left,mbons_nonzero,720575940647328900,MBON10,right,55.8
odor_b_dl2d_left,mbons_nonzero,720575940652390134,MBON07,left,198.0
odor_b_dl2d_left,pam_nonzero,720575940604479590,PAM08,left,79.2
odor_b_dl2d_left,pam_nonzero,720575940605113376,PAM08,right,47.2
odor_b_dl2d_left,pam_nonzero,720575940605221065,PAM01,right,11.6
odor_b_dl2d_left,pam_nonzero,720575940605280201,PAM08,right,53.8
odor_b_dl2d_left,pam_nonzero,720575940605891040,PAM11,left,39.6
odor_b_dl2d_left,pam_nonzero,720575940608071435,PAM08,right,74.6
odor_b_dl2d_left,pam_nonzero,720575940608168028,PAM12,left,0.2
odor_b_dl2d_left,pam_nonzero,720575940608186498,PAM11,right,14.0
odor_b_dl2d_left,pam_nonzero,720575940609414468,PAM04,left,106.4
odor_b_dl2d_left,pam_nonzero,720575940610430254,PAM07,right,58.0
odor_b_dl2d_left,pam_nonzero,720575940610523746,PAM04,right,21.2
odor_b_dl2d_left,pam_nonzero,720575940610569028,PAM08,left,82.2
odor_b_dl2d_left,pam_nonzero,720575940611129698,PAM10,left,57.0
odor_b_dl2d_left,pam_nonzero,720575940611918578,PAM08,right,45.2
odor_b_dl2d_left,pam_nonzero,720575940612623474,PAM08,right,53.2
odor_b_dl2d_left,pam_nonzero,720575940612802479,PAM04,left,90.6
odor_b_dl2d_left,pam_nonzero,720575940612857878,PAM08,right,43.6
odor_b_dl2d_left,pam_nonzero,720575940612920999,PAM11,left,54.2
odor_b_dl2d_left,pam_nonzero,720575940613338152,PAM04,right,78.8
odor_b_dl2d_left,pam_nonzero,720575940614677810,PAM12,right,11.8
odor_b_dl2d_left,pam_nonzero,720575940614991221,PAM08,left,31.8
odor_b_dl2d_left,pam_nonzero,720575940615607975,PAM01,left,24.2
odor_b_dl2d_left,pam_nonzero,720575940616882757,PAM11,left,61.4
odor_b_dl2d_left,pam_nonzero,720575940616986769,PAM08,left,80.2
odor_b_dl2d_left,pam_nonzero,720575940617145561,PAM01,right,32.0
odor_b_dl2d_left,pam_nonzero,720575940617242841,PAM08,right,48.4
odor_b_dl2d_left,pam_nonzero,720575940617553809,PAM08,left,32.0
odor_b_dl2d_left,pam_nonzero,720575940618744118,PAM01,left,57.6
odor_b_dl2d_left,pam_nonzero,720575940619101062,PAM11,left,91.2
odor_b_dl2d_left,pam_nonzero,720575940619251416,PAM08,left,48.2
odor_b_dl2d_left,pam_nonzero,720575940619299054,PAM08,left,68.4
odor_b_dl2d_left,pam_nonzero,720575940619402576,PAM07,right,43.6
odor_b_dl2d_left,pam_nonzero,720575940619785492,PAM01,left,25.0
odor_b_dl2d_left,pam_nonzero,720575940619823536,PAM08,right,65.6
odor_b_dl2d_left,pam_nonzero,720575940619844261,PAM08,left,47.0
odor_b_dl2d_left,pam_nonzero,720575940620260800,PAM05,left,26.8
odor_b_dl2d_left,pam_nonzero,720575940620341931,PAM07,right,47.0
odor_b_dl2d_left,pam_nonzero,720575940620352646,PAM12,left,9.4
odor_b_dl2d_left,pam_nonzero,720575940620423533,PAM10,right,89.8
odor_b_dl2d_left,pam_nonzero,720575940620576238,PAM10,right,86.2
odor_b_dl2d_left,pam_nonzero,720575940621085622,PAM08,right,44.8
odor_b_dl2d_left,pam_nonzero,720575940621136519,PAM11,left,79.6
odor_b_dl2d_left,pam_nonzero,720575940621166256,PAM12,left,15.8
odor_b_dl2d_left,pam_nonzero,720575940621216982,PAM08,right,69.0
odor_b_dl2d_left,pam_nonzero,720575940621284446,PAM04,right,0.2
odor_b_dl2d_left,pam_nonzero,720575940621434145,PAM04,left,32.6
odor_b_dl2d_left,pam_nonzero,720575940621462512,PAM01,right,40.6
odor_b_dl2d_left,pam_nonzero,720575940621617286,PAM08,left,59.2
odor_b_dl2d_left,pam_nonzero,720575940622107869,PAM08,left,35.8
odor_b_dl2d_left,pam_nonzero,720575940622338269,PAM08,right,60.2
odor_b_dl2d_left,pam_nonzero,720575940622387981,PAM08,left,47.4
odor_b_dl2d_left,pam_nonzero,720575940622701808,PAM11,right,38.8
odor_b_dl2d_left,pam_nonzero,720575940623201023,PAM04,left,89.6
odor_b_dl2d_left,pam_nonzero,720575940623398524,PAM08,right,60.0
odor_b_dl2d_left,pam_nonzero,720575940623442173,PAM01,left,6.6
odor_b_dl2d_left,pam_nonzero,720575940623696647,PAM05,left,44.4
odor_b_dl2d_left,pam_nonzero,720575940623792055,PAM10,left,90.4
odor_b_dl2d_left,pam_nonzero,720575940624545940,PAM07,left,23.8
odor_b_dl2d_left,pam_nonzero,720575940624629223,PAM07,left,41.6
odor_b_dl2d_left,pam_nonzero,720575940624661031,PAM10,right,74.2
odor_b_dl2d_left,pam_nonzero,720575940624687850,PAM12,left,18.0
odor_b_dl2d_left,pam_nonzero,720575940624859725,PAM04,right,98.4
odor_b_dl2d_left,pam_nonzero,720575940625568186,PAM08,left,48.8
odor_b_dl2d_left,pam_nonzero,720575940625615248,PAM04,right,67.4
odor_b_dl2d_left,pam_nonzero,720575940626420045,PAM04,left,67.6
odor_b_dl2d_left,pam_nonzero,720575940626506472,PAM11,left,43.6
odor_b_dl2d_left,pam_nonzero,720575940626878460,PAM10,right,92.8
odor_b_dl2d_left,pam_nonzero,720575940627103877,PAM04,left,95.2
odor_b_dl2d_left,pam_nonzero,720575940627194501,PAM07,right,57.4
odor_b_dl2d_left,pam_nonzero,720575940627390507,PAM12,right,17.4
odor_b_dl2d_left,pam_nonzero,720575940627644584,PAM08,right,73.8
odor_b_dl2d_left,pam_nonzero,720575940627680516,PAM07,left,33.2
odor_b_dl2d_left,pam_nonzero,720575940628094663,PAM07,left,43.6
odor_b_dl2d_left,pam_nonzero,720575940628427369,PAM09,left,2.6
odor_b_dl2d_left,pam_nonzero,720575940628615683,PAM01,left,34.8
odor_b_dl2d_left,pam_nonzero,720575940628687207,PAM01,left,34.0
odor_b_dl2d_left,pam_nonzero,720575940628836412,PAM08,right,44.2
odor_b_dl2d_left,pam_nonzero,720575940629188507,PAM01,left,9.6
odor_b_dl2d_left,pam_nonzero,720575940629190615,PAM08,left,4.4
odor_b_dl2d_left,pam_nonzero,720575940629579836,PAM04,right,106.0
odor_b_dl2d_left,pam_nonzero,720575940629960192,PAM10,left,75.2
odor_b_dl2d_left,pam_nonzero,720575940630397527,PAM12,right,17.0
odor_b_dl2d_left,pam_nonzero,720575940630465398,PAM07,left,23.6
odor_b_dl2d_left,pam_nonzero,720575940630500293,PAM08,left,73.6
odor_b_dl2d_left,pam_nonzero,720575940630684943,PAM08,left,43.6
odor_b_dl2d_left,pam_nonzero,720575940630777631,PAM05,right,20.0
odor_b_dl2d_left,pam_nonzero,720575940630868271,PAM11,right,38.2
odor_b_dl2d_left,pam_nonzero,720575940631017258,PAM04,right,16.4
odor_b_dl2d_left,pam_nonzero,720575940631095087,PAM01,left,21.0
odor_b_dl2d_left,pam_nonzero,720575940631184439,PAM08,left,64.2
